wh_id,location_id,item_number,actual_qty,type,print_zone,aisle_sequence,picking_flow_as_int
AVP1,80-49-C07,133842,32.0,I,Z05,53,535568
AVP1,80-49-C08,116053,20.0,I,Z05,53,535569
AVP1,80-49-C09,54066,41.0,I,Z05,53,535570
AVP1,80-49-C10,1522558,43.0,I,Z05,53,535571
AVP1,80-49-C11,242106,386.0,I,Z05,53,535572
AVP1,80-49-C12,135481,14.0,I,Z05,53,535573
AVP1,80-49-C13,145232,4.0,I,Z05,53,535574
AVP1,80-49-C14,242107,187.0,I,Z05,53,535600
AVP1,80-49-C15,964478,31.0,I,Z05,53,535601
AVP1,80-49-C16,189804,22.0,I,Z05,53,535602
AVP1,80-49-C17,68893,3.0,I,Z05,53,535603
AVP1,80-49-C18,1378318,30.0,I,Z05,53,535604
AVP1,80-49-C19,78996,4.0,I,Z05,53,535605
AVP1,80-49-C20,206997,4.0,I,Z05,53,535606
AVP1,80-49-C21,372157,25.0,I,Z05,53,535607
AVP1,80-49-C22,878142,19.0,I,Z05,53,535608
AVP1,80-49-C23,80098,9.0,I,Z05,53,535609
AVP1,80-49-C24,277987,4.0,I,Z05,53,535617
AVP1,81-05-A01,804574,85.0,P,Z05,53,525831
AVP1,81-05-A02,200195,257.0,P,Z05,53,525832
AVP1,81-05-C01,110522,36.0,I,Z05,53,525833
AVP1,81-05-C02,184817,21.0,I,Z05,53,525834
AVP1,81-05-C03,61903,4.0,I,Z05,53,525835
AVP1,81-05-C04,315321,1043.0,I,Z05,53,525836
AVP1,81-06-A01,51910,28.0,I,Z05,53,532128
AVP1,81-06-A02,1216510,40.0,I,Z05,53,532129
AVP1,81-06-B01,1600054,29.0,P,Z05,53,532130
AVP1,81-06-B02,610118,20.0,P,Z05,53,532131
AVP1,81-06-C01,200462,15.0,I,Z05,53,532132
AVP1,81-06-C02,80119,93.0,I,Z05,53,532133
AVP1,81-07-A01,172706,123.0,I,Z05,53,532140
AVP1,81-07-A02,134015,3.0,I,Z05,53,532141
AVP1,81-07-B01,64543,22.0,P,Z05,53,532142
AVP1,81-07-B02,95584,4.0,P,Z05,53,532149
AVP1,81-07-C01,208214,84.0,I,Z05,53,532150
AVP1,81-07-C02,930102,16.0,I,Z05,53,532151
AVP1,81-08-A01,179525,96.0,I,Z05,53,532158
AVP1,81-08-A02,147694,17.0,I,Z05,53,532159
AVP1,81-08-B01,151352,15.0,P,Z05,53,532160
AVP1,81-08-B02,109460,32.0,P,Z05,53,532161
AVP1,81-08-C01,96318,18.0,I,Z05,53,532162
AVP1,81-08-C02,96298,38.0,I,Z05,53,532163
AVP1,81-09-A01,223748,139.0,I,Z05,53,532170
AVP1,81-09-A02,224004,33.0,I,Z05,53,532171
AVP1,81-09-B01,296081,29.0,P,Z05,53,532172
AVP1,81-09-B02,88705,50.0,P,Z05,53,532173
AVP1,81-09-C01,115312,58.0,I,Z05,53,532174
AVP1,81-09-C02,61443,12.0,I,Z05,53,532200
AVP1,81-10-A01,184019,8.0,I,Z05,53,532207
AVP1,81-10-A02,616862,44.0,I,Z05,53,532208
AVP1,81-10-B01,157076,7.0,P,Z05,53,532209
AVP1,81-10-B02,926278,14.0,P,Z05,53,532217
AVP1,81-10-C01,740230,173.0,I,Z05,53,532218
AVP1,81-10-C02,244491,3.0,I,Z05,53,532219
AVP1,81-11-A01,69182,10.0,I,Z05,53,532241
AVP1,81-11-A02,1185654,25.0,I,Z05,53,532242
AVP1,81-11-B01,968302,14.0,I,Z05,53,532254
AVP1,81-11-B02,1216430,228.0,I,Z05,53,532255
AVP1,81-11-B03,846270,28.0,I,Z05,53,532256
AVP1,81-11-B04,282281,16.0,I,Z05,53,532257
AVP1,81-11-B05,861830,22.0,I,Z05,53,532258
AVP1,81-11-B06,203774,5.0,I,Z05,53,532259
AVP1,81-11-B07,184493,4.0,I,Z05,53,532260
AVP1,81-11-C01,1070454,109.0,I,Z05,53,532261
AVP1,81-11-C02,159791,23.0,I,Z05,53,532262
AVP1,81-11-C03,183144,5.0,I,Z05,53,532263
AVP1,81-11-C04,112711,21.0,I,Z05,53,532264
AVP1,81-11-C05,145440,45.0,I,Z05,53,532265
AVP1,81-11-C06,685694,11.0,I,Z05,53,532266
AVP1,81-11-C07,127674,1.0,I,Z05,53,532267
AVP1,81-12-A01,788686,12.0,I,Z05,53,532321
AVP1,81-12-A02,84649,3.0,I,Z05,53,532322
AVP1,81-12-B01,233444,37.0,I,Z05,53,532328
AVP1,81-12-B02,191405,4.0,I,Z05,53,532329
AVP1,81-12-B03,93965,4.0,I,Z05,53,532330
AVP1,81-12-B04,1324542,23.0,I,Z05,53,532331
AVP1,81-12-B05,186930,23.0,I,Z05,53,532332
AVP1,81-12-B06,197080,55.0,I,Z05,53,532333
AVP1,81-12-B07,1492870,34.0,I,Z05,53,532334
AVP1,81-12-C01,838102,17.0,I,Z05,53,532335
AVP1,81-12-C02,368153,41.0,I,Z05,53,532336
AVP1,81-12-C03,631046,1.0,I,Z05,53,532337
AVP1,81-12-C04,231025,54.0,I,Z05,53,532338
AVP1,81-12-C05,128011,65.0,I,Z05,53,532339
AVP1,81-12-C06,1382254,66.0,I,Z05,53,532340
AVP1,81-12-C07,235803,61.0,I,Z05,53,532341
AVP1,81-13-A01,105510,37.0,I,Z05,53,532369
AVP1,81-13-A02,61443,12.0,I,Z05,53,532370
AVP1,81-13-B01,239588,12.0,I,Z05,53,532401
AVP1,81-13-B02,195458,107.0,I,Z05,53,532402
AVP1,81-13-B03,162191,10.0,I,Z05,53,532403
AVP1,81-13-B04,1261054,65.0,I,Z05,53,532404
AVP1,81-13-B05,978686,30.0,I,Z05,53,532405
AVP1,81-13-B06,124161,27.0,I,Z05,53,532406
AVP1,81-13-B07,71038,66.0,I,Z05,53,532407
AVP1,81-13-C01,249431,13.0,I,Z05,53,532408
AVP1,81-13-C02,1083310,23.0,I,Z05,53,532409
AVP1,81-13-C03,346805,13.0,I,Z05,53,532417
AVP1,81-13-C04,507142,12.0,I,Z05,53,532418
AVP1,81-13-C05,294077,15.0,I,Z05,53,532419
AVP1,81-13-C06,1382430,71.0,I,Z05,53,532420
AVP1,81-13-C07,373414,20.0,I,Z05,53,532421
AVP1,81-14-A01,712963,115.0,I,Z05,53,532449
AVP1,81-14-A02,711582,49.0,I,Z05,53,532450
AVP1,81-14-B01,178740,41.0,I,Z05,53,532456
AVP1,81-14-B02,186727,16.0,I,Z05,53,532457
AVP1,81-14-B03,231047,37.0,I,Z05,53,532458
AVP1,81-14-B04,1363710,19.0,I,Z05,53,532459
AVP1,81-14-B05,229959,12.0,I,Z05,53,532460
AVP1,81-14-B06,224726,9.0,I,Z05,53,532461
AVP1,81-14-B07,79294,21.0,I,Z05,53,532462
AVP1,81-14-C01,65513,24.0,I,Z05,53,532463
AVP1,81-14-C02,1374718,43.0,I,Z05,53,532464
AVP1,81-14-C03,319979,12.0,I,Z05,53,532465
AVP1,81-14-C04,364123,19.0,I,Z05,53,532466
AVP1,81-14-C05,270855,19.0,I,Z05,53,532467
AVP1,81-14-C06,108537,4.0,I,Z05,53,532468
AVP1,81-14-C07,938206,20.0,I,Z05,53,532469
AVP1,81-15-A01,101077,14.0,I,Z05,53,532523
AVP1,81-15-A02,825358,3.0,I,Z05,53,532524
AVP1,81-15-B01,89020,69.0,I,Z05,53,532530
AVP1,81-15-B02,120748,10.0,I,Z05,53,532531
AVP1,81-15-B03,328827,15.0,I,Z05,53,532532
AVP1,81-15-B05,861414,31.0,I,Z05,53,532534
AVP1,81-15-B06,318151,49.0,I,Z05,53,532535
AVP1,81-15-B07,217832,23.0,I,Z05,53,532536
AVP1,81-15-C01,778118,38.0,I,Z05,53,532537
AVP1,81-15-C02,932390,13.0,I,Z05,53,532538
AVP1,81-15-C03,264255,1.0,I,Z05,53,532539
AVP1,81-15-C04,362838,36.0,I,Z05,53,532540
AVP1,81-15-C05,1051806,57.0,I,Z05,53,532541
AVP1,81-15-C06,262228,35.0,I,Z05,53,532542
AVP1,81-15-C07,974502,10.0,I,Z05,53,532549
AVP1,81-16-A01,163975,18.0,I,Z05,53,532571
AVP1,81-16-A02,102743,6.0,I,Z05,53,532572
AVP1,81-16-B01,1374590,3.0,I,Z05,53,532603
AVP1,81-16-B02,353489,16.0,I,Z05,53,532604
AVP1,81-16-B03,59025,12.0,I,Z05,53,532605
AVP1,81-16-B04,131245,9.0,I,Z05,53,532606
AVP1,81-16-B05,133327,5.0,I,Z05,53,532607
AVP1,81-16-B06,101348,12.0,I,Z05,53,532608
AVP1,81-16-B07,230081,10.0,I,Z05,53,532609
AVP1,81-16-C01,213546,8.0,I,Z05,53,532617
AVP1,81-16-C02,694870,38.0,I,Z05,53,532618
AVP1,81-16-C03,328839,6.0,I,Z05,53,532619
AVP1,81-16-C04,71362,4.0,I,Z05,53,532620
AVP1,81-16-C05,150856,2.0,I,Z05,53,532621
AVP1,81-16-C06,84261,1.0,I,Z05,53,532622
AVP1,81-16-C07,973334,136.0,I,Z05,53,532623
AVP1,81-17-A01,83374,7.0,I,Z05,53,532651
AVP1,81-17-A02,184922,1.0,I,Z05,53,532652
AVP1,81-17-B01,74389,38.0,I,Z05,53,532658
AVP1,81-17-B02,1073486,9.0,I,Z05,53,532659
AVP1,81-17-B03,754014,9.0,I,Z05,53,532660
AVP1,81-17-B04,178165,23.0,I,Z05,53,532661
AVP1,81-17-B05,368927,5.0,I,Z05,53,532662
AVP1,81-17-B06,181172,6.0,I,Z05,53,532663
AVP1,81-17-B07,1548534,2.0,I,Z05,53,532664
AVP1,81-17-C01,354343,30.0,I,Z05,53,532665
AVP1,81-17-C02,112568,29.0,I,Z05,53,532666
AVP1,81-17-C03,604662,25.0,I,Z05,53,532667
AVP1,81-17-C04,173240,20.0,I,Z05,53,532668
AVP1,81-17-C05,1106038,61.0,I,Z05,53,532669
AVP1,81-17-C06,54420,42.0,I,Z05,53,532670
AVP1,81-17-C07,353036,1.0,I,Z05,53,532671
AVP1,81-18-A01,85566,18.0,I,Z05,53,532725
AVP1,81-18-A02,271924,1.0,I,Z05,53,532726
AVP1,81-18-B01,368275,47.0,I,Z05,53,532732
AVP1,81-18-B02,639358,18.0,I,Z05,53,532733
AVP1,81-18-B03,784446,3.0,I,Z05,53,532734
AVP1,81-18-B04,306619,4.0,I,Z05,53,532735
AVP1,81-18-B05,56056,38.0,I,Z05,53,532736
AVP1,81-18-B06,336564,27.0,I,Z05,53,532737
AVP1,81-18-B07,1522870,144.0,I,Z05,53,532738
AVP1,81-18-C01,174278,24.0,I,Z05,53,532739
AVP1,81-18-C02,266551,19.0,I,Z05,53,532740
AVP1,81-18-C03,343919,16.0,I,Z05,53,532741
AVP1,81-18-C04,308476,7.0,I,Z05,53,532742
AVP1,81-18-C05,861526,4.0,I,Z05,53,532749
AVP1,81-18-C06,188558,9.0,I,Z05,53,532750
AVP1,81-18-C07,126897,27.0,I,Z05,53,532751
AVP1,81-19-A01,90667,16.0,I,Z05,53,532832
AVP1,81-19-A02,1288750,19.0,I,Z05,53,532833
AVP1,81-19-B01,63956,1.0,I,Z05,53,532854
AVP1,81-19-B02,161416,36.0,I,Z05,53,532855
AVP1,81-19-B03,345522,12.0,I,Z05,53,532856
AVP1,81-19-B04,187307,2.0,I,Z05,53,532857
AVP1,81-19-B05,564838,21.0,I,Z05,53,532858
AVP1,81-19-B06,203777,4.0,I,Z05,53,532859
AVP1,81-19-B07,51685,30.0,I,Z05,53,532860
AVP1,81-19-B08,1441782,5.0,I,Z05,53,532861
AVP1,81-19-B09,1569022,6.0,I,Z05,53,532862
AVP1,81-19-B10,945862,9.0,I,Z05,53,532863
AVP1,81-19-B11,70987,98.0,I,Z05,53,532864
AVP1,81-19-B12,211847,2.0,I,Z05,53,532865
AVP1,81-19-B13,231053,48.0,I,Z05,53,532866
AVP1,81-19-B14,90296,3.0,I,Z05,53,532867
AVP1,81-19-B15,263579,40.0,I,Z05,53,532868
AVP1,81-19-B16,336540,22.0,I,Z05,53,532869
AVP1,81-19-C01,139959,74.0,I,Z05,53,532870
AVP1,81-19-C02,231592,24.0,I,Z05,53,532871
AVP1,81-19-C03,199329,66.0,I,Z05,53,532872
AVP1,81-19-C04,1358134,20.0,I,Z05,53,532873
AVP1,81-19-C05,690526,13.0,I,Z05,53,532874
AVP1,81-19-C06,220380,5.0,I,Z05,53,532900
AVP1,81-19-C07,705630,13.0,I,Z05,53,532901
AVP1,81-19-C08,689094,1.0,I,Z05,53,532902
AVP1,81-19-C09,918366,39.0,I,Z05,53,532903
AVP1,81-19-C10,173780,12.0,I,Z05,53,532904
AVP1,81-19-C11,1106574,8.0,I,Z05,53,532905
AVP1,81-19-C12,285445,7.0,I,Z05,53,532906
AVP1,81-19-C13,59161,20.0,I,Z05,53,532907
AVP1,81-19-C14,315260,17.0,I,Z05,53,532908
AVP1,81-19-C15,199051,22.0,I,Z05,53,532909
AVP1,81-19-C16,138391,11.0,I,Z05,53,532917
AVP1,81-20-A01,143963,24.0,I,Z05,53,533028
AVP1,81-20-A02,550486,375.0,I,Z05,53,533029
AVP1,81-20-B01,761054,33.0,I,Z05,53,533058
AVP1,81-20-B02,1549902,28.0,I,Z05,53,533059
AVP1,81-20-B03,252056,15.0,I,Z05,53,533060
AVP1,81-20-B04,74741,12.0,I,Z05,53,533061
AVP1,81-20-B05,152220,22.0,I,Z05,53,533062
AVP1,81-20-B06,84466,17.0,I,Z05,53,533063
AVP1,81-20-B07,221085,10.0,I,Z05,53,533064
AVP1,81-20-B08,1342062,25.0,I,Z05,53,533065
AVP1,81-20-B09,64778,17.0,I,Z05,53,533066
AVP1,81-20-B10,1189334,15.0,I,Z05,53,533067
AVP1,81-20-B11,363954,1.0,I,Z05,53,533068
AVP1,81-20-B12,83017,22.0,I,Z05,53,533069
AVP1,81-20-B13,189115,8.0,I,Z05,53,533070
AVP1,81-20-B14,1426542,25.0,I,Z05,53,533071
AVP1,81-20-B15,1399630,14.0,I,Z05,53,533072
AVP1,81-20-B16,1492886,26.0,I,Z05,53,533073
AVP1,81-20-B17,174823,2.0,I,Z05,53,533074
AVP1,81-20-B18,1194542,11.0,I,Z05,53,533100
AVP1,81-20-B19,264950,19.0,I,Z05,53,533101
AVP1,81-20-B20,121854,19.0,I,Z05,53,533102
AVP1,81-20-B21,116022,16.0,I,Z05,53,533103
AVP1,81-20-B22,80853,2.0,I,Z05,53,533104
AVP1,81-20-B23,1378374,46.0,I,Z05,53,533105
AVP1,81-20-B24,291581,27.0,I,Z05,53,533106
AVP1,81-20-C01,154055,12.0,I,Z05,53,533107
AVP1,81-20-C02,533950,21.0,I,Z05,53,533108
AVP1,81-20-C03,63766,39.0,I,Z05,53,533109
AVP1,81-20-C04,1204550,52.0,I,Z05,53,533117
AVP1,81-20-C05,188950,6.0,I,Z05,53,533118
AVP1,81-20-C06,188622,23.0,I,Z05,53,533119
AVP1,81-20-C07,639726,15.0,I,Z05,53,533120
AVP1,81-20-C08,218095,1.0,I,Z05,53,533121
AVP1,81-20-C09,239582,12.0,I,Z05,53,533122
AVP1,81-20-C10,299277,19.0,I,Z05,53,533123
AVP1,81-20-C11,117391,17.0,I,Z05,53,533124
AVP1,81-20-C12,82549,15.0,I,Z05,53,533125
AVP1,81-20-C13,369098,29.0,I,Z05,53,533126
AVP1,81-20-C14,336542,7.0,I,Z05,53,533127
AVP1,81-20-C15,342082,13.0,I,Z05,53,533128
AVP1,81-20-C16,1440678,6.0,I,Z05,53,533129
AVP1,81-20-C17,363316,19.0,I,Z05,53,533130
AVP1,81-20-C18,51639,11.0,I,Z05,53,533131
AVP1,81-20-C19,356472,3.0,I,Z05,53,533132
AVP1,81-20-C20,1039030,16.0,I,Z05,53,533133
AVP1,81-20-C21,917766,15.0,I,Z05,53,533134
AVP1,81-20-C22,259445,21.0,I,Z05,53,533135
AVP1,81-20-C23,137047,14.0,I,Z05,53,533136
AVP1,81-20-C24,288036,12.0,I,Z05,53,533137
AVP1,81-21-A01,797590,196.0,I,Z05,53,533150
AVP1,81-21-A02,1375678,60.0,I,Z05,53,533151
AVP1,81-21-B01,1050030,17.0,P,Z05,53,533152
AVP1,81-21-B02,959358,138.0,P,Z05,53,533153
AVP1,81-21-C01,55647,17.0,I,Z05,53,533154
AVP1,81-21-C02,325934,6.0,I,Z05,53,533155
AVP1,81-22-A01,148088,54.0,I,Z05,53,533162
AVP1,81-22-A02,505530,100.0,I,Z05,53,533163
AVP1,81-22-B02,178388,2.0,P,Z05,53,533165
AVP1,81-22-C01,221814,2.0,I,Z05,53,533166
AVP1,81-22-C02,213550,16.0,I,Z05,53,533167
AVP1,81-23-A01,139557,100.0,I,Z05,53,533174
AVP1,81-23-A02,276324,224.0,I,Z05,53,533200
AVP1,81-23-B02,48487,179.0,P,Z05,53,533202
AVP1,81-23-C01,299251,70.0,I,Z05,53,533203
AVP1,81-23-C02,312237,214.0,I,Z05,53,533204
AVP1,81-24-A01,215903,7.0,I,Z05,53,533218
AVP1,81-24-A02,334793,3.0,I,Z05,53,533219
AVP1,81-24-B01,951622,62.0,P,Z05,53,533220
AVP1,81-24-B02,138517,14.0,P,Z05,53,533221
AVP1,81-24-C01,256528,124.0,I,Z05,53,533222
AVP1,81-24-C02,872502,39.0,I,Z05,53,533223
AVP1,81-25-A01,336853,311.0,I,Z05,53,533230
AVP1,81-25-A02,190124,31.0,I,Z05,53,533231
AVP1,81-25-B01,920814,21.0,P,Z05,53,533232
AVP1,81-25-C01,106444,66.0,I,Z05,53,533234
AVP1,81-25-C02,261223,17.0,I,Z05,53,533235
AVP1,81-26-A01,90308,29.0,I,Z05,53,533263
AVP1,81-26-A02,762590,118.0,I,Z05,53,533264
AVP1,81-26-B01,214944,8.0,I,Z05,53,533270
AVP1,81-26-B02,90308,21.0,I,Z05,53,533271
AVP1,81-26-B03,266679,1.0,I,Z05,53,533272
AVP1,81-26-B04,206943,22.0,I,Z05,53,533273
AVP1,81-26-C01,181556,32.0,I,Z05,53,533302
AVP1,81-26-C02,910086,9.0,I,Z05,53,533303
AVP1,81-26-C03,265155,34.0,I,Z05,53,533304
AVP1,81-26-C04,116615,15.0,I,Z05,53,533305
AVP1,81-26-C05,162678,89.0,I,Z05,53,533306
AVP1,81-26-C06,198435,32.0,I,Z05,53,533307
AVP1,81-26-C07,321874,27.0,I,Z05,53,533308
AVP1,81-27-A01,130914,31.0,I,Z05,53,533337
AVP1,81-27-A02,264672,19.0,I,Z05,53,533338
AVP1,81-27-B01,1470526,1.0,I,Z05,53,533350
AVP1,81-27-B02,92236,8.0,I,Z05,53,533351
AVP1,81-27-B03,693806,12.0,I,Z05,53,533352
AVP1,81-27-B04,564614,17.0,I,Z05,53,533353
AVP1,81-27-B05,531406,54.0,I,Z05,53,533354
AVP1,81-27-B06,188986,9.0,I,Z05,53,533355
AVP1,81-27-B07,1335230,40.0,I,Z05,53,533356
AVP1,81-27-C01,1052998,30.0,I,Z05,53,533357
AVP1,81-27-C02,1131230,22.0,I,Z05,53,533358
AVP1,81-27-C03,82223,13.0,I,Z05,53,533359
AVP1,81-27-C04,138988,4.0,I,Z05,53,533360
AVP1,81-27-C05,1383094,25.0,I,Z05,53,533361
AVP1,81-27-C06,101921,25.0,I,Z05,53,533362
AVP1,81-27-C07,198434,45.0,I,Z05,53,533363
AVP1,81-28-A01,280636,28.0,I,Z05,53,533417
AVP1,81-28-A02,178079,43.0,I,Z05,53,533418
AVP1,81-28-B01,60489,2.0,I,Z05,53,533424
AVP1,81-28-B02,1358958,18.0,I,Z05,53,533425
AVP1,81-28-B03,1344518,58.0,I,Z05,53,533426
AVP1,81-28-B04,88866,123.0,I,Z05,53,533427
AVP1,81-28-B05,1522878,35.0,I,Z05,53,533428
AVP1,81-28-B06,231049,80.0,I,Z05,53,533429
AVP1,81-28-B07,1462622,4.0,I,Z05,53,533430
AVP1,81-28-C01,364127,13.0,I,Z05,53,533431
AVP1,81-28-C02,152667,5.0,I,Z05,53,533432
AVP1,81-28-C03,282241,51.0,I,Z05,53,533433
AVP1,81-28-C04,66293,8.0,I,Z05,53,533434
AVP1,81-28-C05,106835,14.0,I,Z05,53,533435
AVP1,81-28-C06,353583,29.0,I,Z05,53,533436
AVP1,81-28-C07,805662,30.0,I,Z05,53,533437
AVP1,81-29-A01,765614,27.0,I,Z05,53,533465
AVP1,81-29-A02,370716,16.0,I,Z05,53,533466
AVP1,81-30-A01,153982,2.0,I,Z05,53,533539
AVP1,81-30-A02,1172958,31.0,I,Z05,53,533540
AVP1,81-31-A01,315106,225.0,I,Z05,53,533652
AVP1,81-31-A02,159871,16.0,I,Z05,53,533653
AVP1,81-31-B01,1099838,15.0,I,Z05,53,533668
AVP1,81-31-B02,1349574,8.0,I,Z05,53,533669
AVP1,81-31-B03,143821,4.0,I,Z05,53,533670
AVP1,81-31-B04,117543,9.0,I,Z05,53,533671
AVP1,81-31-B05,346842,46.0,I,Z05,53,533672
AVP1,81-31-B06,1072022,18.0,I,Z05,53,533673
AVP1,81-31-B07,279474,12.0,I,Z05,53,533674
AVP1,81-31-B08,230822,5.0,I,Z05,53,533700
AVP1,81-31-B09,794654,14.0,I,Z05,53,533701
AVP1,81-31-B10,839126,5.0,I,Z05,53,533702
AVP1,81-31-B11,797086,11.0,I,Z05,53,533703
AVP1,81-31-B12,336851,20.0,I,Z05,53,533704
AVP1,81-31-B13,83357,7.0,I,Z05,53,533705
AVP1,81-31-B14,580206,19.0,I,Z05,53,533706
AVP1,81-31-B15,60106,7.0,I,Z05,53,533707
AVP1,81-31-B16,704422,15.0,I,Z05,53,533708
AVP1,81-31-C01,161586,21.0,I,Z05,53,533709
AVP1,81-31-C02,612686,9.0,I,Z05,53,533717
AVP1,81-31-C03,752014,14.0,I,Z05,53,533718
AVP1,81-31-C04,1301374,11.0,I,Z05,53,533719
AVP1,81-31-C05,853614,62.0,I,Z05,53,533720
AVP1,81-31-C06,223358,28.0,I,Z05,53,533721
AVP1,81-31-C07,1249118,3.0,I,Z05,53,533722
AVP1,81-31-C08,251475,14.0,I,Z05,53,533723
AVP1,81-31-C09,259158,3.0,I,Z05,53,533724
AVP1,81-31-C10,101158,12.0,I,Z05,53,533725
AVP1,81-31-C11,272314,10.0,I,Z05,53,533726
AVP1,81-31-C12,723454,6.0,I,Z05,53,533727
AVP1,81-31-C13,297559,45.0,I,Z05,53,533728
AVP1,81-31-C14,254495,12.0,I,Z05,53,533729
AVP1,81-31-C15,189078,9.0,I,Z05,53,533730
AVP1,81-31-C16,1067582,11.0,I,Z05,53,533731
AVP1,81-32-A01,877238,95.0,I,Z05,53,533842
AVP1,81-32-A02,354340,103.0,I,Z05,53,533849
AVP1,81-32-B01,208514,7.0,I,Z05,53,533872
AVP1,81-32-B02,182007,15.0,I,Z05,53,533873
AVP1,81-32-B03,264500,9.0,I,Z05,53,533874
AVP1,81-32-B04,372005,19.0,I,Z05,53,533900
AVP1,81-32-B05,101490,32.0,I,Z05,53,533901
AVP1,81-32-B06,205471,23.0,I,Z05,53,533902
AVP1,81-32-B07,878142,22.0,I,Z05,53,533903
AVP1,81-32-B08,53430,67.0,I,Z05,53,533904
AVP1,81-32-B09,916838,24.0,I,Z05,53,533905
AVP1,81-32-B10,216116,18.0,I,Z05,53,533906
AVP1,81-32-B11,279475,12.0,I,Z05,53,533907
AVP1,81-32-B12,139014,38.0,I,Z05,53,533908
AVP1,81-32-B13,649574,59.0,I,Z05,53,533909
AVP1,81-32-B14,190783,37.0,I,Z05,53,533917
AVP1,81-32-B15,1370958,11.0,I,Z05,53,533918
AVP1,81-32-B16,158160,40.0,I,Z05,53,533919
AVP1,81-32-B17,1130574,22.0,I,Z05,53,533920
AVP1,81-32-B18,368945,1.0,I,Z05,53,533921
AVP1,81-32-B19,117887,7.0,I,Z05,53,533922
AVP1,81-32-B20,158598,5.0,I,Z05,53,533923
AVP1,81-32-B21,1036790,4.0,I,Z05,53,533924
AVP1,81-32-B22,110485,32.0,I,Z05,53,533925
AVP1,81-32-B23,694566,31.0,I,Z05,53,533926
AVP1,81-32-B24,155926,41.0,I,Z05,53,533927
AVP1,81-32-C01,112347,25.0,I,Z05,53,533928
AVP1,81-32-C02,287508,5.0,I,Z05,53,533929
AVP1,81-32-C03,109112,10.0,I,Z05,53,533930
AVP1,81-32-C05,1071286,3.0,I,Z05,53,533932
AVP1,81-32-C06,58039,1.0,I,Z05,53,533933
AVP1,81-32-C07,242105,281.0,I,Z05,53,533934
AVP1,81-32-C08,1194678,13.0,I,Z05,53,533935
AVP1,81-32-C09,166380,28.0,I,Z05,53,533936
AVP1,81-32-C10,231067,25.0,I,Z05,53,533937
AVP1,81-32-C11,55165,16.0,I,Z05,53,533938
AVP1,81-32-C12,754286,1.0,I,Z05,53,533939
AVP1,81-32-C13,952606,26.0,I,Z05,53,533940
AVP1,81-32-C14,346267,85.0,I,Z05,53,533941
AVP1,81-32-C15,504294,9.0,I,Z05,53,533942
AVP1,81-32-C16,356262,17.0,I,Z05,53,533949
AVP1,81-32-C17,84437,9.0,I,Z05,53,533950
AVP1,81-32-C18,80160,15.0,I,Z05,53,533951
AVP1,81-32-C19,342078,9.0,I,Z05,53,533952
AVP1,81-32-C20,133826,51.0,I,Z05,53,533953
AVP1,81-32-C21,185701,17.0,I,Z05,53,533954
AVP1,81-32-C22,304182,23.0,I,Z05,53,533955
AVP1,81-32-C23,698606,32.0,I,Z05,53,533956
AVP1,81-32-C24,53809,7.0,I,Z05,53,533957
AVP1,81-33-A01,304745,1.0,I,Z05,53,533964
AVP1,81-33-A02,90502,38.0,I,Z05,53,533965
AVP1,81-33-B01,517006,19.0,P,Z05,53,533966
AVP1,81-33-B02,366868,1.0,P,Z05,53,533967
AVP1,81-33-C01,190115,17.0,I,Z05,53,533968
AVP1,81-33-C02,1041718,251.0,I,Z05,53,533969
AVP1,81-34-A01,1204614,29.0,I,Z05,53,534001
AVP1,81-34-A02,539102,20.0,I,Z05,53,534002
AVP1,81-34-B01,517030,11.0,P,Z05,53,534003
AVP1,81-34-B02,95614,7.0,P,Z05,53,534004
AVP1,81-34-C01,123835,10.0,I,Z05,53,534005
AVP1,81-34-C02,107926,28.0,I,Z05,53,534006
AVP1,81-35-A01,822262,36.0,I,Z05,53,534020
AVP1,81-35-A02,1041094,51.0,I,Z05,53,534021
AVP1,81-35-B01,152652,32.0,I,Z05,53,534022
AVP1,81-35-B02,98338,30.0,I,Z05,53,534022
AVP1,81-35-B03,1063806,11.0,I,Z05,53,534022
AVP1,81-35-B04,1043742,4.0,I,Z05,53,534022
AVP1,81-35-B05,169821,21.0,I,Z05,53,534022
AVP1,81-35-B06,316008,5.0,I,Z05,53,534022
AVP1,81-35-B07,199855,3.0,I,Z05,53,534022
AVP1,81-35-B09,1377374,30.0,I,Z05,53,534022
AVP1,81-35-B10,142612,7.0,I,Z05,53,534022
AVP1,81-35-B11,124246,28.0,I,Z05,53,534022
AVP1,81-35-B12,67364,24.0,I,Z05,53,534022
AVP1,81-35-B13,1337238,1.0,I,Z05,53,534022
AVP1,81-35-B14,252891,8.0,I,Z05,53,534022
AVP1,81-35-B15,1492942,39.0,I,Z05,53,534022
AVP1,81-35-B16,1261566,6.0,I,Z05,53,534022
AVP1,81-35-C01,1656078,152.0,I,Z05,53,534024
AVP1,81-35-C02,139432,126.0,I,Z05,53,534025
AVP1,81-36-A01,106700,20.0,I,Z05,53,534032
AVP1,81-36-A02,208523,8.0,I,Z05,53,534033
AVP1,81-36-B01,89654,13.0,I,Z05,53,534034
AVP1,81-36-B02,263573,23.0,I,Z05,53,534034
AVP1,81-36-B03,83277,28.0,I,Z05,53,534034
AVP1,81-36-B04,1345046,1.0,I,Z05,53,534034
AVP1,81-36-B05,169750,21.0,I,Z05,53,534034
