wh_id,location_id,item_number,actual_qty,type,print_zone,aisle_sequence,picking_flow_as_int
AVP1,01-01-X01,78033,191.0,P,Z02,12,50728
AVP1,01-01-X03,93653,64.0,P,Z02,12,50726
AVP1,01-01-X04,47407,86.0,P,Z02,12,50725
AVP1,01-01-X05,154032,83.0,P,Z02,12,50724
AVP1,01-01-X06,148074,156.0,P,Z02,12,50723
AVP1,01-01-X07,49108,248.0,P,Z02,12,50722
AVP1,01-01-X08,141397,60.0,P,Z02,12,50721
AVP1,01-06-A01,1323422,80.0,P,Z02,12,50664
AVP1,01-06-A02,632814,16.0,P,Z02,12,50663
AVP1,01-06-C01,132606,21.0,I,Z02,12,50720
AVP1,01-06-C02,173451,64.0,I,Z02,12,50719
AVP1,01-06-C03,1063974,17.0,I,Z02,12,50718
AVP1,01-06-C04,106803,7.0,I,Z02,12,50717
AVP1,01-06-C05,754766,81.0,I,Z02,12,50709
AVP1,01-06-C06,1071118,223.0,I,Z02,12,50708
AVP1,01-06-C07,575982,21.0,I,Z02,12,50707
AVP1,01-06-C08,118852,33.0,I,Z02,12,50706
AVP1,01-06-C09,1556510,2.0,I,Z02,12,50705
AVP1,01-06-C10,711142,32.0,I,Z02,12,50704
AVP1,01-06-C11,1380166,34.0,I,Z02,12,50703
AVP1,01-06-C12,142705,17.0,I,Z02,12,50702
AVP1,01-06-C13,355872,58.0,I,Z02,12,50701
AVP1,01-06-C14,64921,15.0,I,Z02,12,50700
AVP1,01-06-C15,116174,60.0,I,Z02,12,50674
AVP1,01-06-C16,825150,9.0,I,Z02,12,50673
AVP1,01-06-C17,53412,13.0,I,Z02,12,50672
AVP1,01-06-C18,668606,44.0,I,Z02,12,50671
AVP1,01-06-C19,202111,37.0,I,Z02,12,50670
AVP1,01-06-C20,534358,29.0,I,Z02,12,50669
AVP1,01-06-C21,532886,6.0,I,Z02,12,50668
AVP1,01-06-C22,781518,54.0,I,Z02,12,50667
AVP1,01-06-C23,754894,22.0,I,Z02,12,50666
AVP1,01-06-C24,1626486,1.0,I,Z02,12,50665
AVP1,01-07-A01,64868,125.0,P,Z02,12,50574
AVP1,01-07-A02,150517,42.0,P,Z02,12,50573
AVP1,01-07-C01,1470718,199.0,I,Z02,12,50630
AVP1,01-07-C02,238303,36.0,I,Z02,12,50629
AVP1,01-07-C03,110735,291.0,I,Z02,12,50628
AVP1,01-07-C04,1024198,16.0,I,Z02,12,50627
AVP1,01-07-C05,141496,4.0,I,Z02,12,50626
AVP1,01-07-C06,118872,23.0,I,Z02,12,50625
AVP1,01-07-C07,107601,30.0,I,Z02,12,50624
AVP1,01-08-A01,214733,667.0,P,Z02,12,50509
AVP1,01-08-A02,778574,172.0,P,Z02,12,50508
AVP1,01-08-C01,355135,22.0,I,Z02,12,50540
AVP1,01-08-C02,183525,20.0,I,Z02,12,50539
AVP1,01-08-C03,104974,8.0,I,Z02,12,50538
AVP1,01-08-C04,202170,95.0,I,Z02,12,50537
AVP1,01-08-C05,703694,8.0,I,Z02,12,50536
AVP1,01-08-C06,277490,9.0,I,Z02,12,50535
AVP1,01-08-C07,165954,24.0,I,Z02,12,50534
AVP1,01-09-A01,49263,52.0,P,Z02,12,50426
AVP1,01-09-A02,142335,69.0,P,Z02,12,50425
AVP1,01-09-C01,727614,24.0,I,Z02,12,50456
AVP1,01-09-C02,1310718,477.0,I,Z02,12,50455
AVP1,01-09-C03,684422,32.0,I,Z02,12,50454
AVP1,01-09-C04,1214982,181.0,I,Z02,12,50453
AVP1,01-10-A01,567838,277.0,P,Z02,12,50336
AVP1,01-10-A02,1187534,285.0,P,Z02,12,50335
AVP1,01-10-C01,1076518,14.0,I,Z02,12,50366
AVP1,01-10-C02,104801,11.0,I,Z02,12,50365
AVP1,01-10-C03,115375,24.0,I,Z02,12,50364
AVP1,01-10-C04,732278,50.0,I,Z02,12,50363
AVP1,01-11-A02,256275,93.0,P,Z02,12,50251
AVP1,01-11-C01,103731,26.0,I,Z02,12,50301
AVP1,01-11-C02,836470,2.0,I,Z02,12,50300
AVP1,01-11-C03,178193,48.0,I,Z02,12,50274
AVP1,01-11-C04,144082,6.0,I,Z02,12,50273
AVP1,01-12-A02,62756,49.0,P,Z02,12,50161
AVP1,01-12-C01,576246,34.0,I,Z02,12,50218
AVP1,01-12-C02,554862,2.0,I,Z02,12,50217
AVP1,01-12-C03,1360878,14.0,I,Z02,12,50209
AVP1,01-12-C04,1108662,22.0,I,Z02,12,50208
AVP1,01-13-A01,112295,2.0,P,Z02,12,50072
AVP1,01-13-A02,247908,58.0,P,Z02,12,50071
AVP1,01-13-C01,1024150,3.0,I,Z02,12,50128
AVP1,01-13-C02,373451,41.0,I,Z02,12,50127
AVP1,01-13-C03,1272782,145.0,I,Z02,12,50126
AVP1,01-13-C04,56482,16.0,I,Z02,12,50125
AVP1,01-14-A01,147951,12.0,P,Z02,12,50007
AVP1,01-14-A02,272685,51.0,P,Z02,12,50006
AVP1,01-14-C01,66689,28.0,I,Z02,12,50038
AVP1,01-14-C02,578142,57.0,I,Z02,12,50037
AVP1,01-14-C03,1310702,440.0,I,Z02,12,50036
AVP1,01-14-C04,112342,452.0,I,Z02,12,50035
AVP1,01-15-A01,46865,81.0,P,Z02,12,47424
AVP1,01-15-A02,90671,23.0,P,Z02,12,47423
AVP1,01-15-C01,329076,8.0,I,Z02,12,47454
AVP1,01-15-C02,363194,10.0,I,Z02,12,47453
AVP1,01-15-C03,855646,30.0,I,Z02,12,47452
AVP1,01-15-C04,1044678,9.0,I,Z02,12,47451
AVP1,01-16-A02,178175,46.0,P,Z02,12,47333
AVP1,01-16-C01,1264070,23.0,I,Z02,12,47364
AVP1,01-16-C02,49323,16.0,I,Z02,12,47363
AVP1,01-16-C03,178049,4.0,I,Z02,12,47362
AVP1,01-16-C04,149537,31.0,I,Z02,12,47361
AVP1,01-17-A01,1215334,28.0,P,Z02,12,47250
AVP1,01-17-A02,159241,99.0,P,Z02,12,47249
AVP1,01-17-C01,879230,30.0,I,Z02,12,47274
AVP1,01-17-C03,727606,16.0,I,Z02,12,47272
AVP1,01-17-C04,1044870,53.0,I,Z02,12,47271
AVP1,01-18-A01,94018,61.0,P,Z02,12,47160
AVP1,01-18-A02,48884,70.0,P,Z02,12,47159
AVP1,01-18-C01,872718,8.0,I,Z02,12,47209
AVP1,01-18-C02,1185750,24.0,I,Z02,12,47208
AVP1,01-18-C03,1044670,17.0,I,Z02,12,47207
AVP1,01-18-C04,280578,60.0,I,Z02,12,47206
AVP1,01-19-A01,751886,1.0,P,Z02,12,47070
AVP1,01-19-A02,1094238,5.0,P,Z02,12,47069
AVP1,01-19-C01,218280,35.0,I,Z02,12,47126
AVP1,01-19-C02,81332,10.0,I,Z02,12,47125
AVP1,01-20-A01,755534,22.0,P,Z02,12,47005
AVP1,01-20-A02,100479,346.0,P,Z02,12,47004
AVP1,01-20-C01,178263,36.0,I,Z02,12,47036
AVP1,01-20-C02,727590,46.0,I,Z02,12,47035
AVP1,01-21-C01,58957,23.0,I,Z02,12,46952
AVP1,01-21-C02,105710,9.0,I,Z02,12,46951
AVP1,01-21-C03,1060310,43.0,I,Z02,12,46950
AVP1,01-21-C04,279827,27.0,I,Z02,12,46949
AVP1,01-22-C01,782966,15.0,I,Z02,12,46862
AVP1,01-22-C02,324334,2.0,I,Z02,12,46861
AVP1,01-22-C04,1337574,635.0,I,Z02,12,46859
AVP1,01-23-A02,1369230,58.0,P,Z02,12,46741
AVP1,01-23-C01,154850,24.0,I,Z02,12,46772
AVP1,01-23-C02,133702,4.0,I,Z02,12,46771
AVP1,01-23-C03,154840,31.0,I,Z02,12,46770
AVP1,01-23-C04,879326,66.0,I,Z02,12,46769
AVP1,01-24-A01,113555,123.0,P,Z02,12,46658
AVP1,01-24-C01,875550,45.0,I,Z02,12,46707
AVP1,01-24-C02,194492,34.0,I,Z02,12,46706
AVP1,01-24-C03,987118,11.0,I,Z02,12,46705
AVP1,01-24-C04,334173,5.0,I,Z02,12,46704
AVP1,01-25-C01,157019,26.0,I,Z02,12,46624
AVP1,01-25-C02,315743,118.0,I,Z02,12,46623
AVP1,01-25-C03,76850,9.0,I,Z02,12,46622
AVP1,01-25-C04,52129,21.0,I,Z02,12,46621
AVP1,01-26-A01,158490,183.0,P,Z02,12,46503
AVP1,01-26-A02,155245,186.0,P,Z02,12,46502
AVP1,01-26-C01,1660094,83.0,I,Z02,12,46534
AVP1,01-26-C02,645806,782.0,I,Z02,12,46533
AVP1,01-26-C03,192302,10.0,I,Z02,12,46532
AVP1,01-26-C04,1096670,46.0,I,Z02,12,46531
AVP1,01-27-A01,76324,64.0,P,Z02,12,46420
AVP1,01-27-A02,264554,74.0,P,Z02,12,46419
AVP1,01-27-C01,1460238,37.0,I,Z02,12,46450
AVP1,01-27-C02,203968,20.0,I,Z02,12,46449
AVP1,01-27-C03,272115,434.0,I,Z02,12,46442
AVP1,01-27-C04,182253,50.0,I,Z02,12,46441
AVP1,01-28-A01,578094,224.0,P,Z02,12,46330
AVP1,01-28-A02,93439,71.0,P,Z02,12,46329
AVP1,01-28-C01,821558,28.0,I,Z02,12,46360
AVP1,01-28-C02,64213,14.0,I,Z02,12,46359
AVP1,01-28-C03,256084,21.0,P,Z02,12,46358
AVP1,01-28-C04,354174,157.0,P,Z02,12,46357
AVP1,01-28-C05,1298094,31.0,I,Z02,12,46357
AVP1,01-28-C06,181532,6.0,I,Z02,12,46357
AVP1,01-28-C07,1298086,14.0,I,Z02,12,46357
AVP1,01-29-A01,76045,114.0,P,Z02,12,46240
AVP1,01-29-A02,69827,60.0,P,Z02,12,46239
AVP1,01-29-C01,81322,146.0,I,Z02,12,46270
AVP1,01-29-C02,59302,77.0,I,Z02,12,46269
AVP1,01-29-C03,658502,297.0,I,Z02,12,46268
AVP1,01-29-C04,576262,31.0,I,Z02,12,46267
AVP1,01-30-A02,218313,64.0,P,Z02,12,46155
AVP1,01-30-C01,209640,455.0,I,Z02,12,46205
AVP1,01-30-C02,816390,162.0,I,Z02,12,46204
AVP1,01-30-C03,76862,22.0,I,Z02,12,46203
AVP1,01-30-C04,532990,48.0,I,Z02,12,46202
AVP1,01-31-A01,77989,98.0,P,Z02,12,46066
AVP1,01-31-A02,64889,19.0,P,Z02,12,46065
AVP1,01-31-C01,194492,34.0,I,Z02,12,46122
AVP1,01-31-C02,113394,28.0,I,Z02,12,46121
AVP1,01-31-C03,95708,4.0,I,Z02,12,46120
AVP1,01-31-C04,149900,72.0,I,Z02,12,46119
AVP1,01-32-A01,1026358,64.0,P,Z02,12,46001
AVP1,01-32-A02,554982,11.0,P,Z02,12,46000
AVP1,01-32-C01,788894,20.0,I,Z02,12,46032
AVP1,01-32-C02,666750,49.0,I,Z02,12,46031
AVP1,01-32-C03,734662,3.0,I,Z02,12,46030
AVP1,01-32-C04,1214950,47.0,I,Z02,12,46029
AVP1,01-33-C01,182280,24.0,I,Z02,12,45942
AVP1,01-33-C02,200542,6.0,I,Z02,12,45941
AVP1,01-33-C03,176457,9.0,I,Z02,12,45940
AVP1,01-33-C04,110493,11.0,I,Z02,12,45939
AVP1,01-33-C05,114625,8.0,I,Z02,12,45938
AVP1,01-33-C06,1470694,473.0,I,Z02,12,45937
AVP1,01-33-C07,684822,70.0,I,Z02,12,45936
AVP1,01-34-A01,73703,33.0,P,Z02,12,45828
AVP1,01-34-A02,301492,45.0,P,Z02,12,45827
AVP1,01-34-C01,847206,7.0,I,Z02,12,45858
AVP1,01-34-C02,264236,10.0,I,Z02,12,45857
AVP1,01-34-C03,89715,38.0,I,Z02,12,45856
AVP1,01-34-C04,70708,15.0,I,Z02,12,45855
AVP1,01-34-C05,81558,24.0,I,Z02,12,45854
AVP1,01-34-C06,1271726,120.0,I,Z02,12,45853
AVP1,01-34-C07,362890,52.0,I,Z02,12,45852
AVP1,01-35-A01,51767,126.0,P,Z02,12,45738
AVP1,01-35-A02,1022134,34.0,P,Z02,12,45737
AVP1,01-35-C01,1200638,90.0,I,Z02,12,45768
AVP1,01-35-C02,1365622,45.0,I,Z02,12,45767
AVP1,01-35-C03,1300486,36.0,I,Z02,12,45766
AVP1,01-35-C04,959174,11.0,I,Z02,12,45765
AVP1,01-35-C05,1530254,6.0,I,Z02,12,45764
AVP1,01-35-C06,1063918,351.0,I,Z02,12,45763
AVP1,01-35-C07,152671,50.0,I,Z02,12,45762
AVP1,01-36-A01,173768,90.0,P,Z02,12,45654
AVP1,01-36-C01,703750,6.0,I,Z02,12,45703
AVP1,01-36-C02,1556654,34.0,I,Z02,12,45702
AVP1,01-36-C03,142718,34.0,I,Z02,12,45701
AVP1,01-36-C04,638006,13.0,I,Z02,12,45700
AVP1,01-37-A01,299278,71.0,P,Z02,12,45564
AVP1,01-37-A02,99158,30.0,P,Z02,12,45563
AVP1,01-37-C01,363946,7.0,I,Z02,12,45620
AVP1,01-37-C02,1096646,24.0,I,Z02,12,45619
AVP1,01-37-C03,102909,8.0,I,Z02,12,45618
AVP1,01-37-C04,373487,47.0,I,Z02,12,45617
AVP1,01-38-A01,49271,70.0,P,Z02,12,45474
AVP1,01-38-A02,157717,140.0,P,Z02,12,45473
AVP1,01-38-C01,180806,57.0,I,Z02,12,45530
AVP1,01-38-C02,132349,33.0,I,Z02,12,45529
AVP1,01-38-C03,1214974,256.0,I,Z02,12,45528
AVP1,01-38-C04,74732,8.0,I,Z02,12,45527
AVP1,01-39-A01,1368902,56.0,P,Z02,12,45409
AVP1,01-39-A02,610878,9.0,P,Z02,12,45408
AVP1,01-39-C01,645790,180.0,I,Z02,12,45440
AVP1,01-39-C02,175959,13.0,I,Z02,12,45439
AVP1,01-39-C03,64191,29.0,I,Z02,12,45438
AVP1,01-39-C04,1427222,39.0,I,Z02,12,45437
AVP1,01-40-A01,142318,53.0,P,Z02,12,45326
AVP1,01-40-A02,84189,76.0,P,Z02,12,45325
AVP1,01-40-C01,806206,46.0,I,Z02,12,45356
AVP1,01-40-C02,64216,375.0,I,Z02,12,45355
AVP1,01-40-C03,64841,17.0,I,Z02,12,45354
AVP1,01-40-C04,328739,122.0,I,Z02,12,45353
AVP1,01-41-A01,64877,121.0,P,Z02,12,45236
AVP1,01-41-C01,112301,35.0,I,Z02,12,45266
AVP1,01-41-C02,1291046,341.0,I,Z02,12,45265
AVP1,01-41-C03,115381,4.0,I,Z02,12,45264
AVP1,01-41-C04,60814,92.0,I,Z02,12,45263
AVP1,01-42-A01,215332,129.0,P,Z02,12,45152
AVP1,01-42-A02,109775,38.0,P,Z02,12,45151
AVP1,01-42-C01,1299086,37.0,I,Z02,12,45201
AVP1,01-42-C02,69853,20.0,I,Z02,12,45200
AVP1,01-42-C03,1044990,172.0,I,Z02,12,45174
AVP1,01-42-C04,69852,37.0,I,Z02,12,45173
AVP1,01-43-A01,1246766,19.0,P,Z02,12,45062
AVP1,01-43-A02,1500694,7.0,P,Z02,12,45061
AVP1,01-43-C01,192287,56.0,I,Z02,12,45118
AVP1,01-43-C02,1272422,42.0,I,Z02,12,45117
AVP1,01-43-C03,373503,4.0,I,Z02,12,45109
AVP1,01-43-C04,100756,41.0,I,Z02,12,45108
AVP1,01-44-A01,49258,6.0,P,Z02,12,44972
AVP1,01-44-A02,74755,26.0,P,Z02,12,44971
AVP1,01-44-C01,1214950,56.0,I,Z02,12,45028
AVP1,01-44-C02,1043542,67.0,I,Z02,12,45027
AVP1,01-44-C03,1074030,48.0,I,Z02,12,45026
AVP1,01-44-C04,80362,50.0,I,Z02,12,45025
AVP1,01-45-A01,352411,171.0,P,Z02,12,44907
AVP1,01-45-A02,328612,99.0,P,Z02,12,44906
AVP1,01-45-C01,81303,68.0,I,Z02,12,44938
AVP1,01-45-C02,154573,3.0,I,Z02,12,44937
AVP1,01-45-C03,730910,22.0,I,Z02,12,44936
AVP1,01-45-C04,1291078,29.0,I,Z02,12,44935
AVP1,01-46-A01,883446,14.0,P,Z02,12,44224
AVP1,01-46-A02,288967,33.0,P,Z02,12,44223
AVP1,01-46-C01,190256,4.0,I,Z02,12,44254
AVP1,01-46-C03,1074046,39.0,I,Z02,12,44252
AVP1,01-46-C04,1291014,235.0,I,Z02,12,44251
AVP1,01-47-A01,354427,65.0,P,Z02,12,44134
AVP1,01-47-A02,138371,7.0,P,Z02,12,44133
AVP1,01-47-C01,64176,4.0,I,Z02,12,44164
AVP1,01-47-C02,115333,27.0,I,Z02,12,44163
AVP1,01-47-C03,875518,2.0,I,Z02,12,44162
AVP1,01-48-A01,156395,71.0,P,Z02,12,44050
AVP1,01-48-A02,64391,5.0,P,Z02,12,44049
AVP1,01-48-C01,159200,32.0,I,Z02,12,44074
AVP1,01-48-C02,192236,44.0,I,Z02,12,44073
AVP1,01-49-A01,156642,3.0,P,Z02,12,43960
AVP1,01-49-A02,272673,43.0,P,Z02,12,43959
AVP1,01-49-C01,793550,303.0,I,Z02,12,44009
AVP1,01-49-C02,65380,16.0,I,Z02,12,44008
AVP1,02-06-A01,147782,66.0,P,Z02,13,53028
AVP1,02-06-A02,164679,26.0,P,Z02,13,53029
AVP1,02-06-C01,1470822,121.0,I,Z02,13,53030
AVP1,02-06-C02,354413,29.0,I,Z02,13,53031
AVP1,02-07-A01,49286,2.0,P,Z02,13,53118
AVP1,02-07-A02,84170,116.0,P,Z02,13,53119
AVP1,02-07-C01,49117,144.0,I,Z02,13,53120
AVP1,02-07-C02,1076566,9.0,I,Z02,13,53121
AVP1,02-08-A01,285077,144.0,P,Z02,13,53201
AVP1,02-08-A02,139311,42.0,P,Z02,13,53202
AVP1,02-08-C01,879374,34.0,I,Z02,13,53203
AVP1,02-08-C02,182265,60.0,I,Z02,13,53204
AVP1,02-08-C03,263619,21.0,I,Z02,13,53205
AVP1,02-09-A01,367106,110.0,P,Z02,13,53266
AVP1,02-10-A01,48256,126.0,P,Z02,13,53356
AVP1,02-10-A02,264520,142.0,P,Z02,13,53357
AVP1,02-11-A01,68397,80.0,P,Z02,13,53440
AVP1,02-11-A02,299280,108.0,P,Z02,13,53441
AVP1,02-12-A01,970462,86.0,P,Z02,13,53530
AVP1,02-12-A02,111062,23.0,P,Z02,13,53531
AVP1,02-13-A01,332508,44.0,P,Z02,13,53620
AVP1,02-13-A02,232121,68.0,P,Z02,13,53621
AVP1,02-14-A02,49564,59.0,P,Z02,13,53704
AVP1,02-15-A01,149482,108.0,P,Z02,13,53768
AVP1,02-15-A02,65382,84.0,P,Z02,13,53769
AVP1,02-16-A01,76196,99.0,P,Z02,13,53858
AVP1,02-16-A02,610902,91.0,P,Z02,13,53859
AVP1,02-17-A01,119567,56.0,P,Z02,13,53942
AVP1,02-17-A02,93440,87.0,P,Z02,13,53949
AVP1,02-18-A01,77990,3.0,P,Z02,13,54032
AVP1,02-18-A02,1369270,30.0,P,Z02,13,54033
AVP1,02-18-C01,1506518,29.0,I,Z02,13,54034
AVP1,02-18-C02,837734,231.0,I,Z02,13,54035
AVP1,02-18-C03,59034,104.0,I,Z02,13,54036
AVP1,02-18-C04,181292,36.0,I,Z02,13,54037
AVP1,02-18-C05,1065518,140.0,I,Z02,13,54038
AVP1,02-18-C06,1161230,150.0,I,Z02,13,54039
AVP1,02-18-C07,98134,50.0,I,Z02,13,54040
AVP1,02-19-A01,67930,279.0,P,Z02,13,54122
AVP1,02-19-A02,90662,49.0,P,Z02,13,54123
AVP1,02-19-C01,68613,140.0,I,Z02,13,54124
AVP1,02-19-C02,1494438,18.0,I,Z02,13,54125
AVP1,02-19-C03,1272782,77.0,I,Z02,13,54126
AVP1,02-19-C04,178208,24.0,I,Z02,13,54127
AVP1,02-19-C05,788798,10.0,I,Z02,13,54128
AVP1,02-19-C06,1297966,23.0,I,Z02,13,54129
AVP1,02-19-C07,149523,11.0,I,Z02,13,54130
AVP1,02-20-C01,165957,24.0,I,Z02,13,54207
AVP1,02-20-C02,279370,19.0,I,Z02,13,54208
AVP1,02-20-C03,214687,310.0,I,Z02,13,54209
AVP1,02-20-C05,156567,138.0,I,Z02,13,54218
AVP1,02-20-C06,336772,123.0,I,Z02,13,54219
AVP1,02-20-C07,142685,27.0,I,Z02,13,54220
AVP1,02-21-A01,216719,51.0,P,Z02,13,54270
AVP1,02-21-A02,75962,144.0,P,Z02,13,54271
AVP1,02-21-C01,986886,78.0,I,Z02,13,54272
AVP1,02-21-C02,104793,1.0,I,Z02,13,54273
AVP1,02-21-C03,1272438,44.0,I,Z02,13,54274
AVP1,02-21-C04,178200,24.0,I,Z02,13,54900
AVP1,02-22-A01,317733,8.0,P,Z02,13,54960
AVP1,02-22-A02,143257,39.0,P,Z02,13,54961
AVP1,02-22-C01,875534,47.0,I,Z02,13,54962
AVP1,02-22-C02,1310726,96.0,I,Z02,13,54963
AVP1,02-22-C03,841502,88.0,I,Z02,13,54964
AVP1,02-22-C04,1291414,33.0,I,Z02,13,54965
AVP1,02-23-A01,84211,79.0,P,Z02,13,55050
AVP1,02-23-A02,169731,191.0,P,Z02,13,55051
AVP1,02-23-C02,1291286,198.0,I,Z02,13,55053
AVP1,02-23-C03,99171,23.0,I,Z02,13,55054
AVP1,02-23-C04,978014,157.0,I,Z02,13,55055
AVP1,02-24-A01,64254,45.0,P,Z02,13,55134
AVP1,02-24-A02,217321,14.0,P,Z02,13,55135
AVP1,02-25-A01,1331174,15.0,P,Z02,13,55224
AVP1,02-26-A01,105590,40.0,P,Z02,13,55307
AVP1,02-26-A02,91511,24.0,P,Z02,13,55308
AVP1,02-27-A01,105265,237.0,P,Z02,13,55372
AVP1,02-27-A02,308827,1.0,P,Z02,13,55373
AVP1,02-28-A02,359504,135.0,P,Z02,13,55463
AVP1,02-29-A01,60005,46.0,P,Z02,13,55552
AVP1,02-29-A02,52006,23.0,P,Z02,13,55553
AVP1,02-30-A01,315727,162.0,P,Z02,13,55636
AVP1,02-30-A02,49766,39.0,P,Z02,13,55637
AVP1,02-30-C01,52133,22.0,I,Z02,13,55638
AVP1,02-30-C02,1429726,67.0,I,Z02,13,55639
AVP1,02-30-C03,238838,4.0,I,Z02,13,55640
AVP1,02-30-C04,262858,35.0,I,Z02,13,55641
AVP1,02-31-A01,193104,18.0,P,Z02,13,55726
AVP1,02-31-A02,155330,20.0,P,Z02,13,55727
AVP1,02-31-C01,1554590,194.0,I,Z02,13,55728
AVP1,02-31-C02,286463,34.0,I,Z02,13,55729
AVP1,02-31-C03,54258,46.0,I,Z02,13,55730
AVP1,02-31-C04,216636,63.0,I,Z02,13,55731
AVP1,02-32-A02,92969,55.0,P,Z02,13,55817
AVP1,02-32-C01,311128,45.0,I,Z02,13,55818
AVP1,02-32-C02,1180542,106.0,I,Z02,13,55819
AVP1,02-32-C03,64711,5.0,I,Z02,13,55820
AVP1,02-32-C04,576582,16.0,I,Z02,13,55821
AVP1,02-33-A01,1060670,51.0,P,Z02,13,55874
AVP1,02-33-A02,101743,151.0,P,Z02,13,55900
AVP1,02-33-C01,1076702,236.0,I,Z02,13,55901
AVP1,02-34-A01,48644,9.0,P,Z02,13,55964
AVP1,02-34-A02,101744,315.0,P,Z02,13,55965
AVP1,02-34-C01,68219,48.0,I,Z02,13,55966
AVP1,02-34-C02,879438,107.0,I,Z02,13,55967
AVP1,02-35-A01,119728,175.0,P,Z02,13,56054
AVP1,02-35-A02,253250,78.0,P,Z02,13,56055
AVP1,02-35-C01,49306,11.0,I,Z02,13,56056
AVP1,02-35-C02,122355,28.0,I,Z02,13,56057
AVP1,02-35-C03,182282,51.0,I,Z02,13,56058
AVP1,02-36-A01,80480,71.0,P,Z02,13,56138
AVP1,02-36-A02,64886,130.0,P,Z02,13,56139
AVP1,02-37-A01,141502,63.0,P,Z02,13,56228
AVP1,02-37-A02,89881,37.0,P,Z02,13,56229
AVP1,02-38-A01,93643,41.0,P,Z02,13,56318
AVP1,02-38-A02,67888,42.0,P,Z02,13,56319
AVP1,02-39-A01,47419,80.0,P,Z02,13,56401
AVP1,02-39-A02,229240,50.0,P,Z02,13,56402
AVP1,02-40-A01,317737,12.0,P,Z02,13,56466
AVP1,02-41-A01,144086,174.0,P,Z02,13,56556
AVP1,02-41-A02,52426,30.0,P,Z02,13,56557
AVP1,02-42-A02,143504,39.0,P,Z02,13,56641
AVP1,02-43-A01,1060662,126.0,P,Z02,13,56730
AVP1,02-43-A02,70438,183.0,P,Z02,13,56731
AVP1,02-44-A01,802390,40.0,P,Z02,13,56820
AVP1,02-44-A02,164606,31.0,P,Z02,13,56821
AVP1,02-45-A01,64882,175.0,P,Z02,13,56903
AVP1,02-45-A02,52751,85.0,P,Z02,13,56904
AVP1,02-46-A01,64867,62.0,P,Z02,13,56968
AVP1,02-46-A02,141395,61.0,P,Z02,13,56969
AVP1,02-47-A01,76322,56.0,P,Z02,13,57058
AVP1,02-47-A02,67895,78.0,P,Z02,13,57059
AVP1,02-47-C01,1297990,8.0,I,Z02,13,57060
AVP1,02-47-C02,54924,13.0,I,Z02,13,57061
AVP1,02-47-C03,125175,4.0,I,Z02,13,57062
AVP1,02-47-C04,1264182,16.0,I,Z02,13,57063
AVP1,02-47-C05,178194,5.0,I,Z02,13,57064
AVP1,02-47-C06,883654,47.0,I,Z02,13,57065
AVP1,02-47-C07,56071,24.0,I,Z02,13,57066
AVP1,02-48-A01,214801,80.0,P,Z02,13,57142
AVP1,02-48-A02,234889,45.0,P,Z02,13,57149
AVP1,02-48-C01,151498,73.0,I,Z02,13,57150
AVP1,02-48-C02,769486,41.0,I,Z02,13,57151
AVP1,02-48-C03,373489,6.0,I,Z02,13,57152
AVP1,02-48-C04,769486,68.0,I,Z02,13,57153
AVP1,02-48-C05,259142,8.0,I,Z02,13,57154
AVP1,02-48-C06,1470654,42.0,I,Z02,13,57155
AVP1,02-48-C07,736758,9.0,I,Z02,13,57156
AVP1,02-49-A01,216715,95.0,P,Z02,13,57232
AVP1,02-49-A02,58936,37.0,P,Z02,13,57233
AVP1,02-49-C01,202173,40.0,I,Z02,13,57234
AVP1,02-49-C02,731710,24.0,I,Z02,13,57235
AVP1,02-49-C03,864110,5.0,I,Z02,13,57236
AVP1,02-49-C04,53520,54.0,I,Z02,13,57237
AVP1,02-49-C05,926422,8.0,I,Z02,13,57238
AVP1,02-49-C06,736638,13.0,I,Z02,13,57239
AVP1,02-49-C07,82069,5.0,I,Z02,13,57240
AVP1,02-49-C08,202209,21.0,I,Z02,13,57241
AVP1,02-49-C09,1457798,7.0,I,Z02,13,57242
AVP1,02-49-C10,263605,28.0,I,Z02,13,57249
AVP1,02-49-C11,124153,24.0,I,Z02,13,57250
AVP1,02-49-C12,166713,24.0,I,Z02,13,57251
AVP1,02-49-C13,534390,60.0,I,Z02,13,57252
AVP1,02-49-C14,79421,13.0,I,Z02,13,57253
AVP1,02-49-C15,1426278,21.0,I,Z02,13,57254
AVP1,02-49-C16,853350,140.0,I,Z02,13,57255
AVP1,02-49-C17,1280478,12.0,I,Z02,13,57256
AVP1,02-49-C18,1380262,9.0,I,Z02,13,57257
AVP1,02-49-C19,183472,7.0,I,Z02,13,57258
AVP1,02-49-C20,63999,21.0,I,Z02,13,57259
AVP1,02-49-C21,1557862,18.0,I,Z02,13,57260
AVP1,02-49-C22,202106,33.0,I,Z02,13,57261
AVP1,02-49-C23,1111134,13.0,I,Z02,13,57262
AVP1,02-49-C24,202218,21.0,I,Z02,13,57263
AVP1,03-01-X01,76096,68.0,P,Z02,13,53021
AVP1,03-01-X02,47183,90.0,P,Z02,13,53022
AVP1,03-01-X03,157668,69.0,P,Z02,13,53023
AVP1,03-01-X04,78026,73.0,P,Z02,13,53024
AVP1,03-01-X05,76049,34.0,P,Z02,13,53025
AVP1,03-01-X06,49109,88.0,P,Z02,13,53026
AVP1,03-01-X07,52450,56.0,P,Z02,13,53027
AVP1,03-01-X08,78095,62.0,P,Z02,13,53027
